pid,burst_time,remaining_time,priority,memory_required,state
110,2,2,18,246,READY
111,1,1,3,224,READY
112,28,28,8,74,READY
113,14,14,16,155,READY
114,7,7,13,47,READY
115,6,6,13,32,READY
116,13,13,9,232,READY
117,26,26,15,105,READY
118,14,14,18,201,READY
119,23,23,16,71,READY
120,7,7,10,87,READY
121,2,2,19,220,READY
122,18,18,2,223,READY
123,11,11,2,44,READY
124,19,19,16,160,READY
125,30,30,17,72,READY
126,2,2,17,52,READY
127,28,28,6,49,READY
128,20,20,3,204,READY
129,28,28,8,135,READY
130,4,4,19,95,READY
131,19,19,20,42,READY
132,20,20,3,139,READY
133,22,22,19,176,READY
134,17,17,11,98,READY
135,7,7,11,93,READY
136,9,9,13,65,READY
137,22,22,10,149,READY
138,11,11,3,34,READY
139,15,15,20,176,READY
140,4,4,3,169,READY
141,7,7,17,99,READY
142,5,5,12,49,READY
143,29,29,8,126,READY
144,10,10,6,144,READY
145,27,27,18,212,READY
146,10,10,20,238,READY
147,21,21,17,34,READY
148,22,22,18,108,READY
149,30,30,4,256,READY
150,5,5,9,61,READY
151,29,29,4,222,READY
152,18,18,5,101,READY
153,10,10,20,85,READY
154,23,23,11,84,READY
155,22,22,9,161,READY
156,16,16,9,248,READY
157,2,2,3,194,READY
158,14,14,9,43,READY
159,1,1,11,229,READY
160,5,5,9,73,READY
161,24,24,15,173,READY
162,23,23,14,175,READY
163,1,1,4,51,READY
164,29,29,5,171,READY
165,2,2,12,181,READY
166,18,18,5,142,READY
167,5,5,2,110,READY
168,12,12,2,123,READY
169,7,7,8,202,READY
170,4,4,12,231,READY
171,18,18,14,190,READY
172,24,24,5,92,READY
173,28,28,6,236,READY
174,26,26,6,137,READY
175,1,1,6,220,READY
176,30,30,11,232,READY
177,30,30,14,237,READY
178,22,22,8,100,READY
179,6,6,4,129,READY
180,28,28,2,251,READY
181,16,16,8,83,READY
182,27,27,15,121,READY
183,10,10,8,89,READY
184,1,1,7,134,READY
185,11,11,9,253,READY
186,3,3,9,121,READY
187,21,21,17,134,READY
188,22,22,18,116,READY
189,1,1,4,256,READY
190,9,9,6,180,READY
191,9,9,2,59,READY
192,20,20,14,120,READY
193,24,24,11,143,READY
194,20,20,17,61,READY
195,13,13,19,80,READY
196,9,9,2,213,READY
197,14,14,1,165,READY
198,30,30,18,207,READY
199,24,24,7,125,READY
200,14,14,3,202,READY
201,30,30,11,191,READY
202,11,11,4,216,READY
203,29,29,10,161,READY
204,10,10,14,115,READY
205,13,13,10,173,READY
206,5,5,7,139,READY
207,22,22,13,205,READY
208,24,24,6,189,READY
209,19,19,10,135,READY
210,18,18,1,109,READY
211,10,10,7,142,READY
212,26,26,19,187,READY
213,21,21,11,151,READY
214,15,15,15,204,READY
215,7,7,17,153,READY
216,26,26,6,200,READY
217,3,3,10,163,READY
218,22,22,20,117,READY
219,3,3,8,204,READY
220,10,10,8,238,READY
221,7,7,5,38,READY
222,2,2,8,153,READY
223,20,20,3,148,READY
224,14,14,19,81,READY
225,23,23,13,158,READY
226,13,13,8,69,READY
227,21,21,1,224,READY
228,28,28,4,231,READY
229,14,14,8,77,READY
230,26,26,17,150,READY
231,2,2,18,95,READY
232,30,30,4,148,READY
233,5,5,15,202,READY
234,17,17,18,184,READY
235,11,11,15,188,READY
236,27,27,17,141,READY
237,27,27,18,146,READY
238,29,29,6,222,READY
239,28,28,16,147,READY
240,9,9,8,247,READY
241,21,21,9,228,READY
242,25,25,17,156,READY
243,21,21,8,102,READY
244,15,15,3,214,READY
245,10,10,8,101,READY
246,11,11,11,170,READY
247,3,3,5,70,READY
248,8,8,13,209,READY
249,5,5,7,48,READY
250,14,14,14,116,READY
251,18,18,15,138,READY
252,2,2,7,245,READY
253,14,14,13,229,READY
254,19,19,1,251,READY
255,29,29,19,129,READY
256,16,16,1,122,READY
257,10,10,13,250,READY
258,29,29,14,169,READY
259,24,24,18,236,READY
260,20,20,8,156,READY
261,8,8,9,143,READY
262,16,16,1,131,READY
263,11,11,13,217,READY
264,6,6,15,64,READY
265,20,20,18,38,READY
266,30,30,13,183,READY
267,19,19,1,53,READY
268,21,21,14,66,READY
269,28,28,15,78,READY
270,2,2,9,129,READY
271,11,11,7,148,READY
272,11,11,11,226,READY
273,29,29,13,103,READY
274,25,25,14,96,READY
275,27,27,3,152,READY
276,1,1,18,45,READY
277,12,12,8,198,READY
278,3,3,2,225,READY
279,1,1,8,83,READY
280,27,27,1,191,READY
281,5,5,8,64,READY
282,16,16,4,176,READY
283,7,7,15,211,READY
284,9,9,12,74,READY
285,20,20,20,223,READY
286,23,23,4,231,READY
287,27,27,6,111,READY
288,4,4,19,38,READY
289,30,30,10,179,READY
290,22,22,13,133,READY
291,23,23,7,51,READY
292,19,19,8,58,READY
293,23,23,10,249,READY
294,22,22,20,238,READY
295,4,4,19,232,READY
296,2,2,12,168,READY
297,14,14,12,49,READY
298,17,17,11,35,READY
299,28,28,14,242,READY
300,16,16,4,142,READY
301,12,12,15,213,READY
302,5,5,14,77,READY
303,24,24,17,198,READY
304,9,9,20,238,READY
305,30,30,18,230,READY
306,16,16,15,143,READY
307,27,27,19,100,READY
308,11,11,8,244,READY
309,30,30,3,103,READY
310,29,29,15,94,READY
311,25,25,15,177,READY
312,20,20,13,118,READY
313,1,1,16,249,READY
314,11,11,6,156,READY
315,7,7,12,236,READY
316,9,9,11,103,READY
317,29,29,20,211,READY
318,29,29,9,174,READY
319,1,1,17,80,READY
320,3,3,8,216,READY
321,14,14,16,174,READY
322,25,25,8,208,READY
323,16,16,16,146,READY
324,26,26,1,55,READY
325,10,10,8,135,READY
326,23,23,8,110,READY
327,22,22,19,126,READY
328,16,16,18,167,READY
329,12,12,14,222,READY
330,18,18,11,122,READY
331,23,23,15,101,READY
332,10,10,9,91,READY
333,4,4,7,112,READY
334,4,4,18,227,READY
335,23,23,6,81,READY
336,7,7,16,102,READY
337,24,24,19,226,READY
338,17,17,20,104,READY
339,4,4,7,107,READY
340,8,8,12,77,READY
341,10,10,1,213,READY
342,18,18,5,102,READY
343,2,2,2,173,READY
344,10,10,5,195,READY
345,28,28,16,58,READY
346,28,28,1,178,READY
347,10,10,16,154,READY
348,15,15,11,79,READY
349,2,2,9,252,READY
350,16,16,4,242,READY
351,3,3,13,157,READY
352,3,3,19,193,READY
353,22,22,2,70,READY
354,5,5,19,109,READY
355,3,3,8,62,READY
356,18,18,14,187,READY
357,20,20,20,89,READY
358,25,25,17,129,READY
359,15,15,15,108,READY
360,28,28,19,141,READY
361,10,10,19,190,READY
362,2,2,20,221,READY
363,4,4,7,192,READY
364,7,7,9,201,READY
365,3,3,6,93,READY
366,6,6,18,51,READY
367,6,6,1,136,READY
368,15,15,20,152,READY
369,10,10,2,91,READY
370,10,10,10,211,READY
371,28,28,15,50,READY
372,22,22,8,99,READY
373,26,26,19,201,READY
374,26,26,7,140,READY
375,4,4,18,89,READY
376,21,21,5,100,READY
377,27,27,5,50,READY
378,2,2,6,234,READY
379,10,10,20,223,READY
380,27,27,19,105,READY
381,15,15,4,151,READY
382,23,23,10,211,READY
383,13,13,9,160,READY
384,18,18,16,144,READY
385,3,3,20,42,READY
386,29,29,14,220,READY
387,11,11,20,96,READY
388,1,1,3,90,READY
389,22,22,19,182,READY
390,1,1,9,179,READY
391,2,2,6,152,READY
392,17,17,15,103,READY
393,6,6,19,143,READY
394,21,21,16,55,READY
395,16,16,12,136,READY
396,11,11,11,203,READY
397,4,4,6,116,READY
398,14,14,16,105,READY
399,22,22,13,240,READY
400,25,25,18,41,READY
401,15,15,3,112,READY
402,9,9,11,61,READY
403,25,25,13,253,READY
404,17,17,1,200,READY
405,28,28,18,150,READY
406,14,14,2,80,READY
407,17,17,12,191,READY
408,25,25,16,192,READY
409,15,15,2,84,READY
410,9,9,18,65,READY
411,30,30,10,144,READY
412,29,29,16,63,READY
413,1,1,20,236,READY
414,8,8,6,111,READY
415,18,18,1,173,READY
416,14,14,3,89,READY
417,27,27,4,150,READY
418,4,4,5,159,READY
419,30,30,10,162,READY
420,23,23,9,138,READY
421,27,27,16,152,READY
422,8,8,15,173,READY
423,5,5,13,80,READY
424,30,30,20,162,READY
425,24,24,5,253,READY
426,3,3,9,229,READY
427,26,26,14,119,READY
428,30,30,17,100,READY
429,27,27,1,104,READY
430,24,24,10,246,READY
431,19,19,19,200,READY
432,16,16,5,146,READY
433,18,18,16,120,READY
434,11,11,18,227,READY
435,18,18,13,148,READY
436,30,30,11,254,READY
437,7,7,8,178,READY
438,13,13,8,251,READY
439,25,25,14,43,READY
440,11,11,16,212,READY
441,30,30,13,130,READY
442,22,22,5,158,READY
443,2,2,5,160,READY
444,19,19,11,254,READY
445,4,4,15,57,READY
446,17,17,15,35,READY
447,24,24,5,136,READY
448,28,28,5,51,READY
449,16,16,9,118,READY
450,20,20,13,198,READY
451,3,3,11,250,READY
452,22,22,18,129,READY
453,11,11,16,255,READY
454,18,18,2,190,READY
455,3,3,8,193,READY
456,22,22,10,90,READY
457,24,24,3,143,READY
458,4,4,4,145,READY
459,6,6,10,39,READY
460,2,2,11,235,READY
461,2,2,10,123,READY
462,12,12,14,69,READY
463,8,8,17,137,READY
464,19,19,6,75,READY
465,6,6,3,188,READY
466,28,28,13,190,READY
467,22,22,8,159,READY
468,30,30,19,68,READY
469,8,8,15,195,READY
470,9,9,15,97,READY
471,22,22,1,237,READY
472,15,15,10,205,READY
473,18,18,6,50,READY
474,15,15,12,182,READY
475,10,10,14,208,READY
476,9,9,15,248,READY
477,10,10,7,130,READY
478,28,28,16,59,READY
479,8,8,13,178,READY
480,12,12,19,107,READY
481,23,23,10,37,READY
482,27,27,13,102,READY
483,1,1,19,253,READY
484,22,22,2,187,READY
485,24,24,16,245,READY
486,29,29,10,230,READY
487,26,26,8,187,READY
488,26,26,12,88,READY
489,21,21,7,190,READY
490,9,9,5,192,READY
491,4,4,2,111,READY
492,26,26,15,40,READY
493,19,19,12,219,READY
494,5,5,3,107,READY
495,11,11,14,76,READY
496,7,7,5,233,READY
497,18,18,12,167,READY
498,17,17,9,244,READY
499,6,6,9,243,READY
500,16,16,10,223,READY
