pid,burst_time,remaining_time,priority,memory_required,state
333,15,15,2,370,READY
334,2,2,7,440,READY
335,11,11,10,192,READY
336,1,1,2,181,READY
337,19,19,10,74,READY
338,9,9,10,84,READY
339,6,6,8,329,READY
340,15,15,5,156,READY
341,19,19,7,389,READY
342,16,16,2,304,READY
343,12,12,7,234,READY
344,11,11,2,503,READY
345,6,6,6,274,READY
346,16,16,5,403,READY
347,13,13,9,82,READY
348,15,15,2,225,READY
349,9,9,6,123,READY
350,13,13,9,486,READY
351,1,1,9,300,READY
352,14,14,1,160,READY
353,17,17,6,382,READY
354,16,16,8,453,READY
355,2,2,4,200,READY
356,18,18,3,211,READY
357,15,15,8,126,READY
358,1,1,10,473,READY
359,8,8,3,223,READY
360,18,18,1,346,READY
361,14,14,2,179,READY
362,4,4,8,124,READY
363,5,5,8,430,READY
364,10,10,9,425,READY
365,9,9,7,491,READY
366,16,16,8,188,READY
367,15,15,9,138,READY
368,13,13,4,370,READY
369,17,17,3,506,READY
370,3,3,5,459,READY
371,14,14,6,467,READY
372,17,17,5,484,READY
373,1,1,5,435,READY
374,10,10,10,360,READY
375,16,16,3,292,READY
376,18,18,8,240,READY
377,11,11,9,454,READY
378,18,18,7,297,READY
379,11,11,4,421,READY
380,8,8,10,260,READY
381,8,8,7,86,READY
382,11,11,8,425,READY
383,13,13,7,403,READY
384,5,5,8,82,READY
385,5,5,9,366,READY
386,11,11,2,511,READY
387,15,15,2,333,READY
388,15,15,1,433,READY
389,5,5,7,509,READY
390,5,5,2,304,READY
391,9,9,6,383,READY
392,13,13,2,500,READY
393,11,11,9,258,READY
394,11,11,8,510,READY
395,18,18,1,380,READY
396,3,3,4,387,READY
397,10,10,4,446,READY
398,3,3,7,114,READY
399,4,4,8,149,READY
400,10,10,1,87,READY
401,11,11,1,214,READY
402,12,12,6,284,READY
403,5,5,4,335,READY
404,14,14,10,413,READY
405,6,6,3,153,READY
406,3,3,10,509,READY
407,13,13,10,413,READY
408,8,8,8,362,READY
409,5,5,4,300,READY
410,9,9,8,194,READY
411,1,1,8,211,READY
412,18,18,3,101,READY
413,15,15,6,364,READY
414,10,10,7,417,READY
415,9,9,8,496,READY
416,10,10,4,260,READY
417,16,16,2,185,READY
418,13,13,10,247,READY
419,19,19,5,422,READY
420,10,10,1,488,READY
421,13,13,5,68,READY
422,19,19,1,374,READY
423,16,16,5,461,READY
424,8,8,10,474,READY
425,12,12,4,389,READY
426,7,7,10,192,READY
427,5,5,2,385,READY
428,2,2,5,467,READY
429,15,15,1,360,READY
430,12,12,3,110,READY
431,10,10,6,446,READY
432,14,14,3,166,READY
433,5,5,9,512,READY
434,12,12,9,320,READY
435,9,9,3,195,READY
436,16,16,5,446,READY
437,11,11,2,303,READY
438,3,3,3,450,READY
439,8,8,7,497,READY
440,18,18,6,110,READY
441,13,13,1,199,READY
442,18,18,2,296,READY
443,12,12,5,363,READY
444,13,13,6,119,READY
445,8,8,8,76,READY
446,20,20,9,231,READY
447,20,20,4,395,READY
448,3,3,8,422,READY
449,10,10,7,123,READY
450,5,5,1,83,READY
451,10,10,8,123,READY
452,4,4,4,339,READY
453,5,5,7,296,READY
454,12,12,9,278,READY
455,19,19,3,276,READY
456,4,4,8,379,READY
457,14,14,5,80,READY
458,12,12,4,291,READY
459,15,15,4,501,READY
460,12,12,2,415,READY
461,12,12,9,394,READY
462,12,12,1,267,READY
463,9,9,4,126,READY
464,15,15,2,403,READY
465,7,7,10,74,READY
466,2,2,6,188,READY
467,5,5,10,169,READY
468,3,3,9,170,READY
469,19,19,4,480,READY
470,8,8,6,460,READY
471,5,5,10,65,READY
472,9,9,3,130,READY
473,18,18,5,472,READY
474,6,6,2,402,READY
475,1,1,3,71,READY
476,12,12,4,365,READY
477,11,11,1,153,READY
478,9,9,1,128,READY
479,14,14,9,122,READY
480,3,3,8,293,READY
481,12,12,9,367,READY
482,4,4,8,321,READY
483,8,8,10,86,READY
484,17,17,5,298,READY
485,1,1,1,309,READY
486,13,13,7,415,READY
487,4,4,8,428,READY
488,15,15,2,105,READY
489,11,11,10,139,READY
490,3,3,3,204,READY
491,20,20,10,344,READY
492,11,11,7,369,READY
493,17,17,5,296,READY
494,17,17,10,284,READY
495,4,4,2,500,READY
496,18,18,4,284,READY
497,15,15,4,275,READY
498,11,11,8,268,READY
499,14,14,2,224,READY
500,14,14,6,404,READY
