pid,burst_time,remaining_time,priority,memory_required,state
196,66,66,2,1302,READY
197,70,70,2,1605,READY
198,20,20,3,1311,READY
199,94,94,5,942,READY
200,21,21,2,1633,READY
201,49,49,2,1907,READY
202,35,35,2,306,READY
203,15,15,2,1229,READY
204,88,88,1,1188,READY
205,63,63,5,654,READY
206,99,99,4,1268,READY
207,61,61,2,558,READY
208,93,93,1,1793,READY
209,23,23,4,704,READY
210,32,32,5,1207,READY
211,16,16,5,766,READY
212,25,25,4,529,READY
213,69,69,5,1400,READY
214,86,86,3,1802,READY
215,66,66,5,1925,READY
216,74,74,4,1957,READY
217,80,80,4,581,READY
218,70,70,4,786,READY
219,41,41,3,1824,READY
220,76,76,4,1539,READY
221,40,40,3,1156,READY
222,19,19,3,736,READY
223,44,44,3,910,READY
224,79,79,1,539,READY
225,29,29,2,1040,READY
226,98,98,2,1702,READY
227,37,37,1,1105,READY
228,62,62,3,1367,READY
229,69,69,4,383,READY
230,36,36,4,1053,READY
231,84,84,1,2010,READY
232,83,83,4,1232,READY
233,10,10,3,867,READY
234,59,59,4,1358,READY
235,79,79,5,707,READY
236,72,72,2,814,READY
237,65,65,4,315,READY
238,59,59,3,1625,READY
239,96,96,4,1739,READY
240,31,31,4,517,READY
241,89,89,5,311,READY
242,60,60,5,1411,READY
243,94,94,1,427,READY
244,92,92,4,533,READY
245,69,69,2,358,READY
246,43,43,4,926,READY
247,37,37,4,925,READY
248,53,53,4,825,READY
249,63,63,3,1965,READY
250,20,20,4,295,READY
251,79,79,1,972,READY
252,38,38,1,1855,READY
253,93,93,1,1800,READY
254,13,13,2,664,READY
255,12,12,5,568,READY
256,40,40,2,1225,READY
257,95,95,1,1411,READY
258,37,37,4,1688,READY
259,42,42,3,599,READY
260,87,87,5,1787,READY
261,24,24,2,893,READY
262,23,23,5,308,READY
263,49,49,5,1643,READY
264,58,58,4,1720,READY
265,35,35,1,1468,READY
266,98,98,2,464,READY
267,99,99,3,1997,READY
268,97,97,5,1905,READY
269,25,25,5,1858,READY
270,15,15,3,1347,READY
271,64,64,3,397,READY
272,74,74,3,281,READY
273,63,63,4,472,READY
274,65,65,3,1557,READY
275,68,68,2,1147,READY
276,32,32,5,1588,READY
277,44,44,5,1911,READY
278,78,78,4,1208,READY
279,65,65,5,805,READY
280,51,51,2,1957,READY
281,21,21,3,1179,READY
282,41,41,4,1423,READY
283,88,88,4,944,READY
284,13,13,4,1998,READY
285,51,51,2,1254,READY
286,37,37,3,1889,READY
287,43,43,3,828,READY
288,86,86,3,1394,READY
289,11,11,5,647,READY
290,20,20,2,1730,READY
291,62,62,4,1393,READY
292,40,40,4,1578,READY
293,72,72,4,1879,READY
294,12,12,1,858,READY
295,38,38,4,1672,READY
296,41,41,3,1615,READY
297,84,84,3,1225,READY
298,80,80,5,960,READY
299,64,64,5,933,READY
300,55,55,4,810,READY
301,49,49,3,728,READY
302,25,25,2,902,READY
303,25,25,5,1816,READY
304,98,98,2,648,READY
305,37,37,4,822,READY
306,85,85,5,1478,READY
307,46,46,1,1961,READY
308,34,34,3,721,READY
309,56,56,2,875,READY
310,11,11,5,515,READY
311,45,45,1,367,READY
312,80,80,3,1684,READY
313,26,26,4,466,READY
314,11,11,5,838,READY
315,70,70,4,1158,READY
316,53,53,2,361,READY
317,42,42,4,489,READY
318,18,18,4,1263,READY
319,19,19,5,1545,READY
320,97,97,1,566,READY
321,29,29,5,878,READY
322,20,20,2,498,READY
323,81,81,4,1497,READY
324,86,86,5,718,READY
325,76,76,4,1178,READY
326,66,66,3,2017,READY
327,85,85,4,881,READY
328,82,82,5,379,READY
329,88,88,1,1818,READY
330,36,36,2,797,READY
331,94,94,1,577,READY
332,40,40,2,1386,READY
333,19,19,2,261,READY
334,62,62,4,1667,READY
335,86,86,4,852,READY
336,14,14,2,846,READY
337,100,100,3,1695,READY
338,68,68,1,1663,READY
339,39,39,3,1869,READY
340,90,90,5,1610,READY
341,35,35,4,491,READY
342,79,79,2,1582,READY
343,29,29,3,1948,READY
344,28,28,1,378,READY
345,31,31,3,1474,READY
346,82,82,3,1155,READY
347,25,25,4,1666,READY
348,48,48,4,813,READY
349,74,74,5,1267,READY
350,66,66,1,1480,READY
351,15,15,4,1760,READY
352,51,51,5,768,READY
353,13,13,1,724,READY
354,96,96,5,1458,READY
355,12,12,3,1436,READY
356,15,15,2,1219,READY
357,76,76,4,825,READY
358,33,33,5,1148,READY
359,91,91,4,442,READY
360,70,70,3,1092,READY
361,52,52,3,1628,READY
362,23,23,2,931,READY
363,62,62,4,846,READY
364,94,94,4,1922,READY
365,80,80,1,1187,READY
366,21,21,3,772,READY
367,51,51,1,1838,READY
368,61,61,5,1945,READY
369,10,10,5,1202,READY
370,62,62,1,640,READY
371,76,76,3,1531,READY
372,73,73,4,1812,READY
373,16,16,2,802,READY
374,80,80,2,845,READY
375,66,66,4,504,READY
376,13,13,5,1892,READY
377,40,40,2,892,READY
378,80,80,1,1387,READY
379,62,62,1,716,READY
380,24,24,4,496,READY
381,92,92,2,1276,READY
382,47,47,5,1700,READY
383,44,44,4,1965,READY
384,71,71,4,755,READY
385,68,68,5,552,READY
386,59,59,2,1483,READY
387,75,75,2,2025,READY
388,18,18,3,1838,READY
389,63,63,3,1869,READY
390,74,74,3,1936,READY
391,10,10,3,1742,READY
392,48,48,5,1443,READY
393,94,94,4,2028,READY
394,29,29,4,1359,READY
395,71,71,3,936,READY
396,80,80,5,1028,READY
397,68,68,3,2036,READY
398,34,34,2,1427,READY
399,59,59,2,2009,READY
400,62,62,1,907,READY
401,70,70,4,1046,READY
402,94,94,2,1270,READY
403,14,14,2,1284,READY
404,85,85,3,2037,READY
405,22,22,4,460,READY
406,77,77,4,287,READY
407,28,28,4,2039,READY
408,93,93,2,409,READY
409,70,70,3,949,READY
410,89,89,4,1586,READY
411,20,20,3,2001,READY
412,96,96,5,1034,READY
413,50,50,4,2042,READY
414,79,79,1,1520,READY
415,18,18,2,1548,READY
416,97,97,3,721,READY
417,21,21,4,457,READY
418,91,91,1,1164,READY
419,31,31,3,315,READY
420,15,15,3,1886,READY
421,17,17,3,990,READY
422,57,57,4,554,READY
423,41,41,5,1099,READY
424,82,82,2,604,READY
425,32,32,1,1504,READY
426,58,58,5,1655,READY
427,40,40,4,1450,READY
428,28,28,2,1200,READY
429,91,91,3,1197,READY
430,42,42,1,1903,READY
431,69,69,3,1643,READY
432,79,79,2,407,READY
433,66,66,3,1459,READY
434,48,48,4,1669,READY
435,42,42,4,1987,READY
436,48,48,2,1043,READY
437,71,71,1,741,READY
438,58,58,5,991,READY
439,83,83,3,1688,READY
440,47,47,1,1955,READY
441,94,94,4,818,READY
442,11,11,5,2027,READY
443,97,97,1,1497,READY
444,73,73,3,1844,READY
445,39,39,5,1898,READY
446,55,55,2,1559,READY
447,34,34,5,769,READY
448,96,96,2,1542,READY
449,22,22,1,888,READY
450,66,66,1,1442,READY
451,56,56,2,440,READY
452,47,47,3,1786,READY
453,63,63,2,667,READY
454,26,26,5,1005,READY
455,77,77,5,814,READY
456,31,31,3,1944,READY
457,71,71,3,1784,READY
458,53,53,1,1215,READY
459,19,19,2,1800,READY
460,38,38,4,1988,READY
461,81,81,3,440,READY
462,60,60,1,797,READY
463,78,78,1,1187,READY
464,57,57,3,1453,READY
465,58,58,3,477,READY
466,96,96,2,1221,READY
467,13,13,5,1405,READY
468,51,51,5,709,READY
469,92,92,1,1557,READY
470,69,69,3,1585,READY
471,62,62,1,542,READY
472,15,15,1,879,READY
473,73,73,1,455,READY
474,40,40,5,533,READY
475,59,59,4,1015,READY
476,95,95,5,1114,READY
477,85,85,2,1105,READY
478,93,93,1,1963,READY
479,72,72,5,1091,READY
480,45,45,1,1669,READY
481,57,57,2,1164,READY
482,66,66,2,2007,READY
483,56,56,1,1660,READY
484,57,57,5,1576,READY
485,55,55,1,1071,READY
486,45,45,2,506,READY
487,68,68,1,1613,READY
488,37,37,5,299,READY
489,16,16,3,754,READY
490,26,26,5,676,READY
491,18,18,5,680,READY
492,85,85,2,1921,READY
493,39,39,3,1841,READY
494,28,28,5,261,READY
495,45,45,2,522,READY
496,79,79,3,1891,READY
497,32,32,1,1609,READY
498,13,13,2,286,READY
499,55,55,2,1461,READY
500,51,51,1,612,READY
